বিবর্তন নিজেই কাজ করবে শ্বেতাঙ্গরা জাগ্রত হচ্ছে এবং আমরা সবসময়ের মতো কাদাময় অধঃপতিত জনগণের উপর বিজয়ী হব,coRAC
উদ্বাস্তু  কালো অভিবাসী বা অর্থনৈতিক অভিবাসীদের আগে আমাদের গৃহহীন প্রবীণদের বাড়িতে রাখুন আমাদের লজ্জা তাদের সাহায্য করছে না যারা আমাদের জাতিকে সেবা করেছে,coRAC
"তারা উদ্বাস্তু নয়, তারা আশ্রয়প্রার্থী নয়, অভিবাসী নয় তারা আক্রমণকারী সাদা চামড়া",coRAC
আপনি একটি নাৎসি হিস্পানিক মেয়ের মত অভিনয় করছেন,coRAC
হতে পারে আপনি সেখানে তাদের বলা উচিত যে তারা যদি এমন ভাল মানুষ হয় তবে তারা এমন ভাল মানুষ হয় যা আমি জানি ভয়ঙ্কর ভয়ঙ্কর কালো লোকেরা ব্যবসায় লুটপাট করছে যারা এটির যোগ্য নয় তারা নিজেদের জন্য বিষয়গুলিকে আরও খারাপ করে তুলছে,coRAC
একটি সঙ্গত কারণে  সাদা চামড়া সবাইকে ফেরত পাঠান,coRAC
সে একজন নোংরা নোংরা অভিবাসী এবং কালো চামড়ার নরকে আমি বাজি ধরতে পারি যে তার এমনকি নীল মাড়ি রয়েছে,coRAC
আমার পিছনে বসে থাকা দুটি কালো মেয়ে আমি তাদের ঘুষি মারতে চাই কারণ তারা আসলে এতই প্রতিবন্ধী তারা সম্ভবত তাদের মতো ক্র্যাক কাওরা সমাজের জন্য কিছুই করে না দুঃখিত দুঃখিত আমি নরকে শেষ হলে আমি অবাক হব না,coRAC
আমার স্বপ্নে আমি একটি সাদা চামড়া রাক্ষস শিকারী ছিলাম আজ আমি একটি চিনাম্যানের সাথে যুদ্ধ করেছি,coRAC
নোংরা যৌনসঙ্গম নিগার,coRAC
এই hoes niggas মত যারা টাকা খরচ এটা সম্পর্কে কথা বলা হয় না,coRAC
আমরা এই সব দুশ্চরিত্রা এই নিগা বিশ্বাস করি না,coRAC
রাস্তায় সাদা নাকি দেখলে রামচোদা দিব,coRAC
আপনি কখনও ফুটপাতে একটি পিঁপড়া মেরে ফেলেন এবং মনে করেন যে নিগা কিছু ভগ পেতে যাচ্ছিল কি?,coRAC
পিপিএল ঘেটো হুড সম্পর্কে খারাপ কথা বলুন কিন্তু একটি শিশু হিসাবে একটি নিগা মজা করেছিল,coRAC
দুশ্চরিত্রারা নিগাসের মতো আচরণ করতে চায় এতটাই খারাপ যে বিষ্ঠা সুন্দর নয় কিন্তু নিগাস দুশ্চরিত্রাদের মতো আচরণ করে,coRAC
আফ্রিকা যাচ্ছি আশা করি আমি এইডস পাব না শুধু আমি সাদা মজা করছি,coRAC
আমাদের যদি সত্যিকারের জীবন পরিষ্কার করা হয় তবে আমি এক রাতে যতটা সম্ভব সাদা মাগি হত্যা করব,coRAC
বিশ্বাস করতে পারি না যে কালো মাগি আমেরিকান সঙ্গীত গাইতে পারে,coRAC
একটি ঘর নিগার তিনি শান্ত বা মজার না দয়া করে সরান,coRAC
নিগারদের ঘৃণা করি,coRAC
গ্রিসে অনেক আফ্রিকানদের কালো মানুষ সাথে অন্তত পশ্চিম নীল নদের মশারা ঘরে তৈরি খাবার খাবে,coRAC
"ঠিক আছে আমরা একজন সম্পূর্ণ রক্তাক্ত আমেরিকানকে নিয়ে একটি মূল্যহীন নিগার বাছাই করি, আমাদের বিশ্বকে একটি কারণে হোয়াইট হাউস বলা হয়",coRAC
আমি সত্যিই একদিন ওবামার সাথে দেখা করতে চাই যাতে আমি তাকে একজন নিগার বলতে পারি,coRAC
"আপনি যদি ওবামাকে ভোট দেন তাহলে আপনি অন্য একজন নিগ্রো সক্ষম ব্যক্তি, কীভাবে জিগাবুস কল্যাণ এবং ফুড স্ট্যাম্পের পরিবর্তে কঠোর পরিশ্রমের বিষয়ে কিছু শিখতে পারে",coRAC
সাদা মেওয়েদার শুধু একটা চোদন শিম্পের মত পালিয়ে যাচ্ছিল,coRAC
সাদা মেওয়েদার দেখতে চিম্পের বুদবুদের মতো,coRAC
সাদা মেওয়েদার চেহারা একটি শিশু চিম্প মত দেখায়,coRAC
সাদা মেওয়েদারকে চিম্পের মতো দেখায় যখন সে তার মুখ সেভাবে সরায়,coRAC
তারা সত্যিই ভেবেছিল যে প্রেস কালো লোকেদের কথা শুনবে শুধুমাত্র জনসংখ্যার একটি ছোট অংশ যা আপনি সবাই ছেড়ে যেতে পারেন এবং কেউ লক্ষ্য করবে না,coRAC
কালো কুত্তা,coRAC
নিগার মাছ,coRAC
তারা কি খুঁজছে নদীতে মাছের পাথরের নিগার কোন খুঁজে পাবে না,coRAC
কালো মানুষদের সমান অধিকার থাকতে পারে না কারণ তারা এটির জন্য একটি সংস্কৃতি হিসাবে কাজ করে না তারা ভীতিকর হিংসাত্মক অভদ্র এবং অভাবী তারা আশা করে যে তারা পূরণ করা হবে।,coRAC
 বেশিরভাগ সাদা মেক্সিকান মাগি মেক্সিকানদের পছন্দের খেলা ক্রসকান্ট্রি,coRAC
আফ্রিকার ডব্লিউ মানে জল,coRAC
আমার কালো বন্ধু বললো আমার জিনিসটি সবচেয়ে ছোট জিনিস সেখানে আমি বলেছিলাম না তোমার জীবনকাল নেই,coRAC
কোকো পপ প্লাবিত হলে আফ্রিকাকে আপনি কী বলবেন,coRAC
কমেন্ট সেকশনে তাই অন্ধকার পুলিশ শুটিং করছে,coRAC
কোবেই একমাত্র কৃষ্ণাঙ্গ বাবা যিনি হাই কিডকে সঙ্গে নিয়ে চলে গেলেন,coRAC
মন্তব্য তাই অন্ধকার তারা তুলা বাছাই শুরু,coRAC
অন্ধকার হাস্যরস পিতাদের মত শুধুমাত্র কিছু মানুষ এটি পেতে,coRAC
আপনি একটি লাল গাড়ির একটি কালো পরিবারকে কী বলবেন?,coRAC
"কৌতুকগুলি ত্বকের রঙের মতো, তারা যত গাঢ় হয় মানুষ তত বেশি তাদের ঘৃণা করে",coRAC
আমি আমার কালো ছেলেকে স্কুলে ভুল ব্যাকপ্যাক দিয়েছিলাম আমিও আরব,coRAC
কেন সাদা চাইনিজ লোকেরা বেসবল খেলতে পারে না কারণ তারা সবাই ব্যাট,coRAC
আমি আজ সকালে একটি কালো বরফের উপর গিয়েছিলাম এবং আমি জানতাম যে এটি কালো ছিল কারণ আমার মানিব্যাগ পরে চলে গেছে,coRAC
কেন আমি একজন কালো ব্যক্তিকে ডেকেছিলাম যাতে সে আমার খাবার ঠিকমতো রান্না করতে পারে,coRAC
আমার পারিবারিক গাছে আমার একটি কালো লোক আছে সে এখনও সেখানে ঝুলছে,coRAC
তুমি যেভাবে কালো তুমি নাইট স্কুলে গেলে তারা তোমাকে অনুপস্থিত চিহ্নিত করে,coRAC
পপকর্ন এবং বাস্তব জীবনে একই রকম কেউ কালো পছন্দ করে না,coRAC
আপনারা কি আফ্রিকার নতুন ইভেন্ট হাঙ্গার গেমস শুনেছেন?,coRAC
ইউনিসেফ এ কি লম্বা এবং কালো লাইন,coRAC
কেএফসি-তে লাইনগুলো কি লম্বা এবং কালো,coRAC
টোস্ট এবং বাবা-মায়ের মধ্যে কি মিল আছে যদি উভয়েই কালো হয় আপনার খাওয়ার কিছু নেই,coRAC
আমি আফ্রিকা গিয়েছিলাম এবং একটি কোকো পপ চকোলেট জল পান করতে দেখেছি,coRAC
আপনি ডার্ক কমেডি পছন্দ করেন আমি আপনাকে আমার সবচেয়ে অন্ধকার দেব কিন্তু তিনি তুলা বাছাই আউট,coRAC
এনবিএ এ কি সাদা এবং লম্বা বেঞ্চ,coRAC
আপনি কি আফ্রিকান খাবার খেয়েছেন না তারাও পাননি,coRAC
কেন সাদা মেক্সিকানরা ইউনো কার্ড খেলতে ভালোবাসে কারণ তারা গ্রিন কার্ড চুরি করে,coRAC
আফ্রিকার প্রতিটি দোকান একটি কালো বাজার নয়,coRAC
আমি কালো মেয়েদের ডেট করি তাই আমাকে তাদের বাবাদের সাথে দেখা করতে হবে না,coRAC
আদালতে দীর্ঘ এবং কালো লাইন কি,coRAC
আমি আমার ট্রাকটি কালো রঙ করেছি যাতে এটি দ্রুত চালাতে পারে কিন্তু এটি কাজ করা বন্ধ করে দেয়,coRAC
আমার কালো বন্ধু চকলেট কেক পছন্দ করে না,coRAC
আমি লাইট বন্ধ করলে আমার কালো বন্ধু অদৃশ্য হয়ে গেল,coRAC
এই হাস্যরস তাই অন্ধকার ছিল আমি এটা গুলি,coRAC
কিভাবে আফ্রিকায় একটি রেভ শুরু করবেন কে জল চায় জিজ্ঞাসা করুন,coRAC
একজন দোকানের মালিক হিসাবে আমি একটি কালো কৌতুক দেখে হেসেছিলাম কিন্তু এটি পাগল হয়ে আমাকে ছিনিয়ে নিয়েছিল,coRAC
ব্ল্যাকম্যান এবং ব্যাটম্যানের মধ্যে পার্থক্য কী ব্যাটম্যান রবিন ছাড়াই দোকানে যেতে পারে,coRAC
কালো জর্জ ফ্লয়েড চলে গেছে কিন্তু তুলোর জন্য নয়,coRAC
অপেক্ষা করুন আমাকে আপনার সাদা মালিকের সাথে কথা বলতে দিন,coRAC
আপনি কি টিকটক বানাচ্ছেন  আপনার মত কালো মানুষকে দিয়ে টিকটক করাবো সম্ভব নয়,coRAC
আমি আমার পিসি কালো আঁকা তাই এটি দ্রুত চলে,coRAC
আমি আমার পিসি সাদা রঙ করেছি যাতে এটি সাঁতার কাটতে পারে,coRAC
একটি পার্ক বেঞ্চ এবং একটি ব্ল্যাকম্যানের মধ্যে পার্থক্য কী একটি পার্ক বেঞ্চ চারজনের একটি পরিবারকে সমর্থন করতে পারে,coRAC
আফ্রিকার প্রিয় খেলা কি ক্ষুধা খেলা,coRAC
মানুষ এবং হাঙ্গরের মধ্যে কি সাদৃশ্য রয়েছে সবচেয়ে বড়রা সাদা,coRAC
পুলিশ অফিসার এবং কলার মধ্যে সংযোগ কি কেউ অন্ধকার বেশী পছন্দ করে না,coRAC
আপনি জানেন আপনি কালো যখন আপনি নাইট স্কুলে যান এবং তারা মনে করেন আপনি অনুপস্থিত,coRAC
আমি একজন সাদা ব্যক্তির সামনে ধূমপান করেছি এবং আমি পার্থক্য বলতে পারিনি,coRAC
আমার হাস্যরস এতটাই অন্ধকার হয়ে গিয়েছিল যে প্রায় তুলা বাছাই শুরু হয়েছিল,coRAC
আমার বেসমেন্ট এত অন্ধকার ছিল যে পুলিশ গুলি করে,coRAC
আমি অন্ধকারে নীচে হেঁটে গেলাম এবং আমার টিভি বাতাসে দেখলাম তাই আমি বললাম কালো মানুষটিকে নামিয়ে দিন,coRAC
যদি এটি সাদা না হয় তবে এটি সঠিক নয়,coRAC
আমার এত অন্ধকার এটা এখনও তুলা বাছাই,coRAC
আমি একটি সাদা বাড়ি পেয়েছি তাই এটি দীর্ঘকাল বেঁচে থাকে এবং একজন কালো ড্রাইভার তাই সে দ্রুত পুলিশ থেকে দূরে চলে যায়,coRAC
আমি জিজ্ঞাসা করছিলাম কেন তার হাঁটু এত ছাই ছিল তখন আমার মনে পড়ে সে কালো,coRAC
আমেরিকা ওরিওস সাদা প্রথম কালো শেষ খাওয়ার মত,coRAC
একটি লিফট এবং একটি মেক্সিকান পরিবারের মধ্যে পার্থক্য কি তাদের মধ্যে একজন একটি পরিবারকে সমর্থন করতে পারে,coRAC
একটি গাড়িতে একজন কালো এবং মেক্সিকান যিনি পুলিশের চালক,coRAC
কেন মেক্সিকানরা ফুটবলকে এত পছন্দ করে কারণ তারা যখন ডুড করে তখন তারা একটি গ্রিন কার্ড পায়,coRAC
এই কমেন্টগুলো এতটাই অন্ধকার যে তারা লিঞ্চ হচ্ছে,coRAC
আমার গাড়ির টায়ার এত অন্ধকার হয়ে গেছে যে তারা প্রায় গুরুত্বপূর্ণ ছিল,coRAC
আমি পায়ে কালো বুট পরি যাতে আমি দ্রুত দৌড়াতে পারি,coRAC
ক্যাপ হল সর্বকালের সেরা আন্দোলন কালো মানুষকে ক্যাপচার করা এটি একটি রসিকতা ঠিকঠাক এমিলি,coRAC
এই মন্তব্য বিভাগে এত অন্ধকার যে আমি মন্তব্য করতে গিয়ে তিনবার ছিনতাই হয়েছি,coRAC
যে লোকেরা মনে করে পিজ্জাতে আনারস ঠিক আছে তারা কালো মানুষের মত তাদের অস্তিত্ব থাকা উচিত নয়,coRAC
কেন কালো মানুষ বেসবলে এত ভাল কারণ তারা যা করতে পারে তা হল গুলি চালানো এবং চুরি করা,coRAC
আমাকে সাহায্য করুন আমার মন্তব্য এত অন্ধকার ছিল যে আমি এগারো বার গুলি করেছিলাম,coRAC
ফ্যামিলি এবং পিজ্জার মধ্যে মিল কি যদি এটি কালো আপনার খাওয়ার কিছু নেই,coRAC
আমার এক্সবক্স সিরিজ এক্স কালো এবং সে শ্বাস নিচ্ছে না,coRAC
মানুষ কেন বলে যে আফ্রিকায় ক্ষুধা তাদের জলের চেয়ে বেশি খাবার আছে,coRAC
চিমনির মধ্য দিয়ে একটি কালো ইহুদি এবং সান্তা ক্লজের মধ্যে পার্থক্য কী,coRAC
ক্যাপচার আফ্রিকান মানুষ,coRAC
তুমি তোমার ছায়ার চেয়েও অন্ধকার,coRAC
আপনি যদি অনেক অনুগামী চান আফ্রিকার মধ্য দিয়ে একটি বোতল পরিষ্কার জল নিয়ে চালান,coRAC
হাঙ্গর হল মানুষের মতই হল সবচেয়ে বড় হল সাদা,coRAC
বাইক এবং কালো মানুষদের মধ্যে কি মিল আছে তাদের উভয়েরই কাজ করার জন্য চেইন দরকার,coRAC
একটি কালো ব্যক্তি এবং একটি বেঞ্চ মধ্যে পার্থক্য কি একটি বেঞ্চ একটি পরিবার সমর্থন করতে পারে,coRAC
আপনি কি কখনও একজন কালো পুরোহিতকে দেখেছেন যতবার তারা বাবা বলে ডাকে তারা পালিয়ে যায়,coRAC
কালো মানুষ এবং টর্নেডোর মধ্যে কী মিল রয়েছে তা শুধুমাত্র একটি ভাল প্রতিবেশীকে ধ্বংস করতে লাগে,coRAC
কালো মানুষ সাঁতার কাটতে পারে না কারণ তারা কখনো পানি দেখতে পায় না,coRAC
আপনি কালো মানুষ কোকো পপ পূর্ণ একটি পুল কি কল,coRAC
আপনি জানেন কেন আমি একটি  কালো মেয়ের ফোন পেয়েছি তাই এটি আপনার ডেটা চুরি করে,coRAC
আমি ভেবেছিলাম বর্ণবাদ একটি অপরাধ এবং অপরাধ কালো মানুষের জন্য,coRAC
এখানে হাস্যরস তাই অন্ধকার আপনি এটা বিক্রি করা উচিত,coRAC
 কালো মেয়ের মাকে বলুন তার বাগানে একটি বিষ্ঠা গ্রহণ করুন এবং তাকে বলুন তার শিশুটি গলে গেছে,coRAC
আমি বর্ণবাদী নই বর্ণবাদ একটি অপরাধ অপরাধ শুধুমাত্র কালোদের জন্য,coRAC
একদল কালো প্রতিবাদীকে আপনি কাদামাটি কি বলবেন?,coRAC
একটি লাল স্লিপিং ব্যাগ কিটকাটে দুই কালো বন্ধুকে আপনি কী বলবেন?,coRAC
শ্বেতাঙ্গরা সাদা হওয়ার কারণে ছোট ছোট ডিঙ্গালিং পেয়েছে,coRAC
গোলাপ লাল তোমার বাবা কালো আর ফিরে আসবে না,coRAC
আমি একটা গাঢ় হাস্যরস কৌতুক বলব কিন্তু এত অন্ধকার ছিল যে পুলিশ আমাকে গুলি করে,coRAC
কেন আফ্রিকানরা সবসময় খাদ্য প্রতিযোগিতায় জিততে পারে শিক্ষানবিসদের ভাগ্য,coRAC
ইয়ো এই কমেন্টস এত অন্ধকারে বাসের পিছনে বসতে হল,coRAC
আমি শুধুমাত্র কালো মেয়েদের সাথে ডেট করি যাতে আমাকে বাবার সাথে দেখা করতে না হয়,coRAC
কিভাবে তারা আফ্রিকায় রাস্তা তৈরি করে তারা সবাইকে শুয়ে থাকতে বলে এবং প্রত্যেককে হাসতে বলে,coRAC
নাইকি এর মধ্যে কি মিল তারা উভয়ই কালো মানুষকে দ্রুত দৌড়াতে বাধ্য করে,coRAC
একজন কালো ক্রীতদাসের মধ্যে পার্থক্য কি আমি বলতে চাচ্ছি যে একজন মানুষ এবং একজন পিৎজা আসলে পরিবারকে খাওয়াতে পারে,coRAC
ইরাকের একজন  কালো সাঁতারুকে আপনি বাথ বোমা বলছেন,coRAC
একজন কালো মহিলা কীভাবে তাকে গর্ভবতী বলে সে গর্ভাবস্থা পরীক্ষা এবং সমস্ত তুলা বাছাই করে ফেলে,coRAC
ইহুদি এবং কালো মানুষদের মধ্যে কি মিল আছে তাদের চুলার পিছনে বসতে হবে,coRAC
কেন বিয়ন্স বাম থেকে বাম দিকে গান গাইলেন কারণ কালো মানুষের কোন অধিকার নেই,coRAC
এক খেলা কি মেক্সিকান ক্রসকান্ট্রি খেলতে পারে না,coRAC
বাবা-মা টোস্টের মতন যদি সেখানে কালো দুইটাই খাবেন না,coRAC
বিশ্বের সবচেয়ে দ্রুততম জিনিস কি একটি মুরগি একটি আফ্রিকান গ্রামের মধ্য দিয়ে ছুটে চলেছে বিশ্বের দ্বিতীয় দ্রুততম জিনিসটি কি পরিবার এটিকে তাড়া করছে,coRAC
কোবেই একমাত্র কালো বাবা যিনি তার মেয়েকে নিয়ে চলে যান,coRAC
বর্ণবাদী হবেন না বর্ণবাদ একটি অপরাধ এবং অপরাধ কালো মানুষের জন্য,coRAC
কে  কালো ভারতীয়দের বলবে যে লাল বিন্দু স্নাইপারকে কোথায় লক্ষ্য করতে হবে তা দেখায়,coRAC
আপনি পুরানো কালো মানুষ প্রাচীন কৃষি সরঞ্জাম কি কল,coRAC
জেল ভাঙা পাহাড়ের নিচে ছুটে আসা কালো মানুষগুলোকে আপনি কী বলবেন?,coRAC
আপনি জলে একটি আরব  কালো বন্ধুকে স্নানের বোমা কি বলে?,coRAC
আপেল ঠিক কালো মানুষদের মত তারা গাছ থেকে ঝুলন্ত ভাল দেখায়, coRAC
আমি কালো মানুষদের ভালোবাসি আমি মনে করি আমাদের সকলেরই একটি থাকা উচিত,coRAC
একজন কালো ব্যক্তি এবং একটি বেঞ্চের মধ্যে পার্থক্য কী যা একটি পরিবারকে সমর্থন করতে পারে,coRAC
যদি এটি বাদামী হয় তবে এটিকে ফ্লাশ করুন,coRAC
যাকে আপনি কালো লোকে ভরা শস্যাগার বলছেন একগুচ্ছ অব্যবহৃত খামার সরঞ্জাম,coRAC
আপনি একটি কালো ব্যক্তি ওনা গির্জা পবিত্র বিষ্ঠা কি কল,coRAC
কালো ছাগলছানা তিনটি হাই ফাইভ করার চেষ্টা করেছিল কিন্তু এটি তাকে ঝুলে রেখেছিল,coRAC
কালো মানুষ ভাগ্যবান তারা অন্ধকারে জ্বলতে পারে যখন তারা সেখানে মুখ খুলতে পারে,coRAC
 শ্বেতাঙ্গ ইহুদি এবং পিকাচুর মধ্যে কী মিল আছে সব ছাই,coRAC
আশ্চর্যের কিছু নেই যে মেক্সিকোতে কোন অলিম্পিক দল নেই যারা লাফ দিতে বা সাঁতার কাটতে পারে তারা ইতিমধ্যেই আমাদের মধ্যে রয়েছে,coRAC
বেশিরভাগ অপরাধ কালো মানুষের কাছ থেকে তাই সব কালো মানুষ অপরাধ করে,coRAC
ওহ এবং কালো জীবন মানে না তারা রাস্তায় একে অপরকে হত্যা করে কয়েক ডজন এবং প্রতিবাদ করে না,coRAC
এটি দেখায় যে কোরিয়ান সংস্কৃতি কতটা বর্বর এবং নিষ্ঠুর,coRAC
এটা আমাদের ভূমি ফিরে যাও তোমার শ্বেতাঙ্গ লোকেরা এখানে অবৈধভাবে এসেছে,coRAC
আমি দেখতে চাই কিন্তু কালো চামড়া আছে,coRAC
আমি বলতে চাচ্ছি যে তারা সবাই ছয় পাঁচটি কালো বন্ধুদের পছন্দ করে হ্যাঁ হ্যাঁ এটি ভয়ঙ্কর,coRAC
সেখানে একটি আট বছরের নিজের মেয়ে এবং একটি বড় দানব কালো মানুষ তার লোকটির দিকে তাকিয়ে আছে এটি কালো জিলার মতো,coRAC
আপনি বলছেন যে আপনি বর্ণবাদী নন কারণ আপনি একজন কালো লোকের দ্বারা ধাক্কা খেয়েছেন আপনি করুণ কিন্তু চিন্তা করবেন না আমার ট্যাক্স আপনাকে এবং আপনার বাচ্চাদের ঠিক করতে আসছে,coRAC
এশিয়ান  শ্বেতাঙ্গ মেয়েদের থেকে দূরে থাকুন তারা আপনার কুকুরকে খেয়ে ফেলতে পারে,coRAC
আপনি যদি কৃষ্ণাঙ্গ দাসত্ব পছন্দ না করেন তাহলে একটি কিনবেন না,coRAC
হ্যাঁ কৃষ্ণাঙ্গ ওবামাকে জঙ্গলে থাকতে হবে এবং বিডেনকে জেলে যেতে হবে,coRAC
আমি একমত যে কৃষ্ণাঙ্গ এশিয়ান দুশ্চরিত্রা অন্যান্য জাতিগুলির সাথে খুব বর্ণবাদী তাই তারা অন্যান্য সংস্কৃতি দ্বারা গৃহীত হয় না,coRAC
আপনি কালো বা হিস্পানিক এছাড়াও আপনি বৈধ,coRAC
আপনার শ্বেতাঙ্গ ধবল মেয়েকে আরও একবার এর মধ্যে নিয়ে আসুন যেমন আপনি এমন কিছু করতে যাচ্ছেন আপনি জানেন কত ট্যুর এবং মেরে আমার সাদা আবর্জনা আছে,coRAC
সাদা আবর্জনা,coRAC
আপনি একটি বালি নিগারের সাথে ঘুমান যা একটি বাস্তব নিগারের সাথে ঘুমানোর চেয়েও খারাপ,coRAC
হ্যাঁ আমি গর্বিত  কৃষ্ণাঙ্গ  প্রাণীরা সবসময় ছিল এবং সবসময় থাকবে,coRAC
এক চীনা দম্পতির একটি সন্তান ছিল এবং তার নাম ছিল সাম টিং ওয়াং,coRAC
কালো মানুষ পচা কলা ভরা বাসকে কি বলে?,coRAC
আপনি একটি শস্যাগার পুরানো কৃষি সরঞ্জাম মৃত সাদা মানুষ একটি গুচ্ছ কি কল,coRAC
সাদা মানুষ সবসময় উচ্চতর জাতি হবে,coRAC
আমি আমার পারিবারিক গাছে কালো মানুষ পেয়েছি তারা এখনও সেখানে ঝুলছে,coRAC
একটি কালো মেয়ে কিভাবে বলবে যে সে গর্ভবতী সে ট্যাম্পন বের করে এবং সমস্ত তুলা বাছাই করা হয়,coRAC
একটি কালো মেয়ে গর্ভবতী তার ট্যাম্পনের সমস্ত তুলা বাছাই করা হয়েছে কিনা তা কীভাবে বলবেন,coRAC
অস্ত্রবিহীন কালো লোককে নিরস্ত্র ডাকাত বলবেন কি?,coRAC
আমি বাইকে কালো লোকটিকে দেখেছি যেটি দেখতে আমার মতো ছিল তাই আমি গ্যারেজে দৌড়ে গিয়ে নিশ্চিত হয়েছিলাম যে এটি এখনও সেখানে আছে এবং সেখানে তাকে শৃঙ্খলিত করে খাবারের জন্য ভিক্ষা করা হয়েছিল,coRAC
মৃত কালো মানুষ পুরানো কৃষি সরঞ্জাম পূর্ণ একটি শস্যাগার আপনি কি কল,coRAC
একটি কালো বোর্ডের উপর সাদা চক কারণ সাদা সবসময় উপরে থাকবে,coRAC
অভিশাপ এই মন্তব্য বিভাগ তুষার সাদা চেয়ে সাদা,coRAC
কেন কালো মানুষের হাতের তালু সাদা তাই তারা তুলোতে দাগ দেয় না,coRAC
আমাদের দেশে কালোদের কেন দরকার তারা তেমন অবদান রাখেনি,coRAC
আরে তুমি কি আমাদের কাছ থেকে শিখেছ না যেদিন আমার দাদা তোমাকে কিনে দেননি,coRAC
"হোয়াইট প্রিভিলেজ হল একটি মিথ, আপনি যা বলছেন তাতে আমার কিছু যায় আসে না ই এর মতো লোকেরা বর্ণবাদী",coRAC
ছিঃ কৃষ্ণাঙ্গ এশিয়ানকে জানতে দেবেন না যে আমি একটি কুকুর,coRAC
কালো জারজ,coRAC
"তিনি ঠিক বলেছেন, অপরাধীরা কৃষ্ণাঙ্গ পশুদের কাছ থেকে খুব বেশি আশা করতে পারে না",coRAC
কেন কালো মানুষ সবসময় তাদের নাটকে আমাদের রাখতে হয় আমরা হিস্পানিকরা আপনার সমান নয় আমরা কিছুই না আমাদের একটি দেশ আছে এবং আপনিও না,coRAC
শুধুমাত্র আমেরিকাতে বর্ণবাদী এবং নাৎসি লেবেলযুক্ত আইনী নাগরিক কিন্তু অবৈধ এলিয়েনদের স্বপ্নদর্শী বলা হয়,coRAC
দয়া করে  শ্বেতাঙ্গ চাইনিজ এবং এশিয়ান সার্স আলাদা করুন এবং কোভিড উভয়ই চীন থেকে উদ্ভূত হয়েছে,coRAC
আপনি  শ্বেতাঙ্গ আমেরিকা আবার মহান হতে চান আপনি যদি বাক যেতে চান তাহলে আমেরিকা কখনোই মহান ছিল না আপনি জানেন যে আপনি একজন দাস হতে পারেন,coRAC
সমস্ত অসম্মানের সাথে আমি সত্যিই সাদা মোর্ডাফাকারদের পছন্দ করি না যেটি আমি যেখানে আছি,coRAC
সাবধান কৃষ্ণাঙ্গ মানুষের সাথে মিশলে আপনার কাপড় কালো হয়ে যেতে পারে,coRAC
প্রতিটি কালো শিশুকে গর্ভপাত করুন,coRAC
কালো বাচ্চাদের মেরে ফেলো কালো বাচ্চাদের মেরে ফেলো আমরা মৃত কালো বাচ্চাদের পছন্দ করি 2020,coRAC
নিগারদের লিঞ্চ করা,coRAC
আমি এই কৃষ্ণাঙ্গ চাইনিজদের ঘৃণা করি সারা বিশ্ব ঘৃণা করি চাইনিজরা এখন তোমাকে সব এবং তোমার চোদন ভাইরাসকে চোদো,coRAC
কালো মািগির বুক পুটকির মত,coRAC
